"","Union","R0","prop_imported","source_score","incidence_reduction"
"66",20151217,4.96637245581447e-10,0.999999999833969,0,-3.27293747659496e-13
"67",20151219,4.96637245581447e-10,0.999999999834205,0,-4.30322444344711e-13
"68",20151228,4.96637245581447e-10,0.999999999854763,0,-5.19806420129498e-13
"69",20151238,4.96637245581447e-10,0.999999999873584,0,-3.13749026759069e-13
"70",20151247,4.96637245581447e-10,0.999999999868864,0,-3.1907809727727e-13
"71",20151250,4.96637245581447e-10,0.999999999885669,0,-1.98285832198053e-13
"72",20151257,4.96637245581447e-10,0.999999999858411,0,-3.21964677141295e-13
"73",20151266,4.96637245581447e-10,0.999999999857554,0,-3.20188320301895e-13
"74",20151276,4.96637245581447e-10,0.999999999829281,0,-7.45625783338255e-13
"75",20151285,4.96637245581447e-10,0.999999999784816,0,-7.47402140177655e-13
"76",20151813,4.96637245581447e-10,0.9999999998546,0,-3.1730174043787e-13
"77",20151819,4.96637245581447e-10,0.999999999842946,2.8145922657157e-14,-5.19584375524573e-13
"78",20151828,4.96637245581447e-10,0.999999999856297,5.91268575247963e-14,-3.1730174043787e-13
"79",20151838,3.66395583026551,0.128285348986418,0.00152697176646157,0.000416322535241709
"80",20151847,4.96637245581447e-10,0.999999999870921,8.46864920216214e-14,-2.99760216648792e-13
"81",20151866,4.96637245581447e-10,0.999999999854139,4.04625843889163e-14,-4.13669098975333e-13
"82",20151876,4.96637245581447e-10,0.999999999812215,1.6469319200828e-14,-7.35633776116629e-13
"83",20151885,4.96637245581447e-10,0.999999999861021,5.11621068396638e-14,-4.16555678839359e-13
"84",20151895,4.96637245581447e-10,0.999999999855488,4.34735920058208e-14,-6.12176975778311e-13
"85",20151899,4.96637245581447e-10,0.999999999872942,4.86486636174044e-14,-3.07087688611318e-13
"86",20151904,4.96637245581447e-10,0.999999999879395,0,-8.4821039081362e-14
"87",20151905,4.96637245581447e-10,0.999999999881803,0,-1.95843341543878e-13
"88",20151906,4.96637245581447e-10,0.999999999872516,0,-2.02948768901479e-13
"89",20152036,4.96637245581447e-10,0.999999999915485,0,-1.43218770176645e-13
"90",20152037,4.96637245581447e-10,0.999999999900708,0,-3.01536573488193e-13
"91",20152038,4.96637245581447e-10,0.999999999884288,0,-1.71640479607049e-13
"92",20152039,4.96637245581447e-10,0.999999999899032,0,-1.36557432028894e-13
"93",20152812,4.96637245581447e-10,0.999999999890434,0,-1.49658063719471e-13
"94",20152823,4.96637245581447e-10,0.999999999870442,0,-2.1005419625908e-13
"95",20152824,4.96637245581447e-10,0.999999999883217,0,-8.85957973650875e-14
"96",20152827,4.96637245581447e-10,0.999999999877137,0,-9.37028232783632e-14
"97",20152828,4.96637245581447e-10,0.999999999871327,0,-9.9253938401489e-14
"98",20152829,4.96637245581447e-10,0.999999999880591,0,-1.00586206031039e-13
"99",20152830,4.96637245581447e-10,0.999999999925586,0,-8.68194405256872e-14
"100",20152836,4.96637245581447e-10,0.999999999905518,0,-2.93320923105966e-13
"101",20153311,4.96637245581447e-10,0.999999999871788,3.82666921285304e-14,-7.39852623610204e-13
"102",20153313,0.993397789643288,0.747493225437684,0.00013035189841047,0.000120312030953751
"103",20153314,4.96637245581447e-10,0.999999999853446,5.88720439273362e-14,-5.21138687759048e-13
"104",20153319,4.96637245581447e-10,0.999999999856455,3.85569383773964e-14,-3.1818991885757e-13
"105",20153323,1.28914989658987,0.674659297841446,0.000276155427366199,0.000131400928101932
"106",20153328,4.96637245581447e-10,0.999999999859139,0,-3.16635606623095e-13
"107",20153333,4.96637245581447e-10,0.99999999985748,2.53029456679157e-14,-5.17585974080248e-13
"108",20153338,4.96637245581447e-10,0.999999999867105,0,-2.06057393370429e-13
"109",20153342,2.5769408954031,0.356285799415256,0.00147880689326601,0.000343426780897604
"110",20153347,4.96637245581447e-10,0.999999999865472,8.9835558729423e-14,-5.16697795660548e-13
"111",20153352,4.96637245581447e-10,0.99999999986304,3.80459011361002e-14,-6.81454892514921e-13
"112",20153355,4.96637245581447e-10,0.999999999820961,2.09396207150268e-14,-5.322409180053e-13
"113",20153357,4.96637245581447e-10,0.999999999853231,4.72831718503466e-14,-3.20632409511745e-13
"114",20153361,0.685479003324541,0.811007365429898,0.000293249394002272,4.7069327548499e-05
"115",20153366,2.5677319336631,0.384558388126813,0.000806259518658745,0.000222483924074868
"116",20153371,4.96637245581447e-10,0.999999999855741,1.41918095388472e-14,-3.17523785042795e-13
"117",20153376,4.96637245581447e-10,0.999999999848082,0,-3.1730174043787e-13
"118",20153380,4.96637245581447e-10,0.999999999832747,4.55287827466603e-14,-6.30162588777239e-13
"119",20153385,4.96637245581447e-10,0.999999999864178,0,-3.13749026759069e-13
"120",20153390,4.96637245581447e-10,0.999999999848948,3.15800194106595e-14,-3.21964677141295e-13
"121",20153395,4.96637245581447e-10,0.999999999853546,7.44380794372913e-14,-4.14557277395033e-13
"122",20153511,4.96637245581447e-10,0.999999999871761,0,-3.2085445411667e-13
"123",20153524,4.96637245581447e-10,0.999999999894471,0,-3.11306536104894e-13
"124",20153525,4.96637245581447e-10,0.999999999881198,0,-1.99174010617753e-13
"125",20153526,4.96637245581447e-10,0.999999999872335,0,-1.98063787593128e-13
"126",20153710,4.96637245581447e-10,0.999999999874257,2.0409918928314e-14,-4.07673894642357e-13
"127",20153711,4.96637245581447e-10,0.999999999855341,3.18576048333881e-15,-8.39772695826468e-13
"128",20153717,4.96637245581447e-10,0.9999999998884,3.4996591952142e-14,-2.89546164822241e-13
"129",20153723,4.96637245581447e-10,0.99999999987096,2.72847893475368e-14,-4.07673894642357e-13
"130",20153729,4.96637245581447e-10,0.999999999879149,4.30937551307601e-14,-3.9324099532223e-13
"131",20153735,4.96637245581447e-10,0.999999999882553,7.44259216893004e-14,-3.88133969408955e-13
"132",20153741,4.96637245581447e-10,0.999999999874562,7.86947588404444e-14,-4.11892742135933e-13
"133",20153747,4.96637245581447e-10,0.999999999853879,6.55831016865403e-15,-7.33857419277228e-13
"134",20153753,4.96637245581447e-10,0.999999999853366,6.68084031950362e-15,-5.26245713672324e-13
"135",20153759,4.96637245581447e-10,0.999999999883446,6.60641040070597e-14,-1.47881706880071e-13
"136",20153765,4.96637245581447e-10,0.999999999875916,1.36315215551375e-14,-4.02122779519232e-13
"137",20153771,4.96637245581447e-10,0.999999999880781,1.94941409449784e-14,-3.8968828164343e-13
"138",20153777,4.96637245581447e-10,0.999999999862738,6.05375230196528e-15,-8.37552249777218e-13
"139",20153789,4.96637245581447e-10,0.999999999896177,6.14057207374925e-15,-5.12478948166972e-13
"140",20153795,4.96637245581447e-10,0.999999999867323,1.66279117388738e-14,-4.12336831345783e-13
"141",20154115,4.96637245581447e-10,0.999999999884549,0,-9.57012247226885e-14
"142",20154116,4.96637245581447e-10,0.999999999872413,0,-2.05391259555654e-13
"143",20154120,4.96637245581447e-10,0.999999999864704,0,-3.13526982154144e-13
"144",20154121,4.96637245581447e-10,0.999999999876904,0,-2.05169214950729e-13
"145",20154122,4.96637245581447e-10,0.99999999988077,0,-2.06501482580279e-13
"146",20154130,4.96637245581447e-10,0.999999999889431,0,-9.12603326241879e-14
"147",20154131,4.96637245581447e-10,0.999999999872227,0,-2.05391259555654e-13
"148",20154132,4.96637245581447e-10,0.999999999861078,0,-3.1774582964772e-13
"149",20154133,4.96637245581447e-10,0.999999999883848,0,-3.15525383598469e-13
"150",20154134,4.96637245581447e-10,0.999999999874496,0,-2.07167616395054e-13
"151",20154135,4.96637245581447e-10,0.999999999802063,0,-6.3771210534469e-13
"152",20154308,4.96637245581447e-10,0.999999999884414,0,-2.05835348765504e-13
"153",20154309,4.96637245581447e-10,0.999999999878363,0,-1.96287430753728e-13
"154",20154313,4.96637245581447e-10,0.999999999883116,0,-9.52571355128384e-14
"155",20154314,4.96637245581447e-10,0.999999999889746,0,-1.94955163124177e-13
"156",20154710,4.96637245581447e-10,0.99999999987073,8.55644352273431e-14,-4.00124378074906e-13
"157",20154713,4.96637245581447e-10,0.999999999845098,9.30621143608259e-14,-7.17648163117701e-13
"158",20154718,4.96637245581447e-10,0.999999999866296,0,-4.08784117666983e-13
"159",20154725,4.96637245581447e-10,0.999999999865497,3.01645444238855e-13,-9.94093696249365e-13
"160",20154732,4.96637245581447e-10,0.999999999865259,3.84447003224923e-14,-5.03375119365046e-13
"161",20154743,4.96637245581447e-10,0.999999999873578,1.77658355389101e-13,-8.87734330490275e-13
"162",20154762,4.96637245581447e-10,0.999999999868632,5.65262416260613e-13,-4.78728168218368e-13
"163",20154773,4.96637245581447e-10,0.99999999987109,8.2834637823318e-14,-3.97903932025656e-13
"164",20154780,4.96637245581447e-10,0.999999999877088,3.08438149477308e-14,-1.5683010445855e-12
"165",20155300,4.96637245581447e-10,0.999999999808947,1.24341619345333e-14,-5.32018873400375e-13
"166",20155322,4.96637245581447e-10,0.999999999823603,9.30717398975435e-16,-3.26627613844721e-13
"167",20155324,4.96637245581447e-10,0.999999999836545,1.25470866190025e-15,-3.24851257005321e-13
"168",20155327,4.96637245581447e-10,0.999999999831635,1.07726384439764e-15,-3.25295346215171e-13
"169",20155328,4.96637245581447e-10,0.999999999850708,6.21965673242757e-15,-3.2085445411667e-13
"170",20155329,4.96637245581447e-10,0.999999999848212,1.27648120273803e-15,-3.23741033980696e-13
"171",20155335,3.20589519610564,0.232983496792565,0.00185031610462137,0.000350994277753314
"172",20155341,4.96637245581447e-10,0.999999999845338,1.15811984784684e-14,-4.21662704752634e-13
"173",20155347,4.96637245581447e-10,0.999999999841645,2.09476231576113e-15,-3.23741033980696e-13
"174",20155353,4.96637245581447e-10,0.999999999840359,6.30079059094642e-15,-4.26991775270835e-13
"175",20155359,4.96637245581447e-10,0.999999999832631,1.11477649812596e-14,-3.25295346215171e-13
"176",20155365,4.96637245581447e-10,0.999999999840717,9.97602682770744e-16,-3.24851257005321e-13
"177",20155371,4.96637245581447e-10,0.999999999875928,2.10046506487756e-14,-7.08100245105925e-13
"178",20155377,4.96637245581447e-10,0.999999999814828,7.52371237582854e-16,-4.31876756579186e-13
"179",20155383,4.96637245581447e-10,0.999999999824553,8.36823690609404e-16,-3.27071703054571e-13
"180",20155389,4.96637245581447e-10,0.999999999853933,2.45833232097249e-14,-3.2263081095607e-13
"181",20155395,4.96637245581447e-10,0.999999999859248,3.01787635682725e-15,-2.1627144519698e-13
"182",20155399,4.96637245581447e-10,0.999999999822167,8.17706891663684e-16,-3.27293747659496e-13
"183",20155509,4.96637245581447e-10,0.999999999898152,0,-1.21902488103842e-13
"184",20155510,4.96637245581447e-10,0.999999999871833,0,-2.02282635086704e-13
"185",20155511,4.96637245581447e-10,0.999999999896011,0,-1.8052226380405e-13
"186",20155512,4.96637245581447e-10,0.999999999883697,0,-1.93844940099552e-13
"187",20155707,4.96637245581447e-10,0.999999999884302,0,-8.21565038222616e-14
"188",20155708,4.96637245581447e-10,0.999999999882362,0,-9.12603326241879e-14
"189",20155715,4.96637245581447e-10,0.999999999898294,0,-4.30766533554561e-13
"190",20156112,4.96637245581447e-10,0.999999999840417,1.87315387776575e-14,-4.26991775270835e-13
"191",20156115,4.96637245581447e-10,0.999999999862803,8.97289264697987e-15,-4.2588155224621e-13
"192",20156118,4.96637245581447e-10,0.999999999877389,8.65725625564177e-14,-2.07389660999979e-13
"193",20156119,4.96637245581447e-10,0.999999999847726,7.19790782250536e-15,-6.3771210534469e-13
"194",20156121,4.96637245581447e-10,0.999999999844442,0,-4.26991775270835e-13
"195",20156124,4.96637245581447e-10,0.999999999873503,2.45063830521286e-14,-3.17967874252645e-13
"196",20156127,4.96637245581447e-10,0.999999999878815,1.67380921505869e-13,-2.00950367457153e-13
"197",20156130,4.96637245581447e-10,0.999999999866159,1.00418374329735e-14,-4.26103596851135e-13
"198",20156139,4.96637245581447e-10,0.999999999867231,3.88477249700701e-14,-3.1818991885757e-13
"199",20156142,1.29860287234954,0.668351564087541,0.000554392945194373,0.000104185821252156
"200",20156152,4.96637245581447e-10,0.999999999851322,3.63057362564841e-14,-4.2543746303636e-13
"201",20156155,4.96637245581447e-10,0.999999999861811,1.927877283173e-14,-3.22408766351145e-13
"202",20156158,1.83074055546116,0.556813962961609,0.00126935594111679,0.000153526339342847
"203",20156164,4.96637245581447e-10,0.999999999842542,2.82435545658313e-14,-4.2854608750531e-13
"204",20156167,4.96637245581447e-10,0.999999999851085,1.61825223617476e-14,-3.25961480029946e-13
"205",20156170,4.96637245581447e-10,0.999999999861955,2.47571821999049e-14,-5.24691401437849e-13
"206",20156173,4.96637245581447e-10,0.999999999862866,5.47264906078743e-14,-3.16635606623095e-13
"207",20156176,4.96637245581447e-10,0.999999999873383,1.03442294315712e-13,-3.09974268475344e-13
"208",20156185,4.96637245581447e-10,0.999999999879174,4.98817871574482e-14,-3.09086090055644e-13
"209",20156188,4.96637245581447e-10,0.999999999852869,1.18848233751009e-14,-4.25659507641285e-13
"210",20156191,4.96637245581447e-10,0.999999999851931,3.73899546688586e-14,-5.313527395856e-13
"211",20156194,4.96637245581447e-10,0.999999999873841,3.15726149069633e-14,-3.12416759129519e-13
"212",20156199,4.96637245581447e-10,0.999999999876147,2.53635919989378e-13,-1.88737914186277e-13
"213",20156539,4.96637245581447e-10,0.999999999901198,0,2.68673971959288e-14
"214",20156540,4.96637245581447e-10,0.999999999870332,0,-8.21565038222616e-14
"215",20156541,4.96637245581447e-10,0.999999999862712,0,-2.06723527185204e-13
"216",20157015,4.96637245581447e-10,0.999999999768159,5.46783098212667e-15,-8.49764703048095e-13
"217",20157017,4.96637245581447e-10,0.99999999975892,0,-8.37330205172293e-13
"218",20157021,4.96637245581447e-10,0.999999999831965,4.63099570680771e-14,-4.20552481728009e-13
"219",20157025,4.96637245581447e-10,0.999999999825147,1.56808713068915e-14,-5.24913446042774e-13
"220",20157027,4.96637245581447e-10,0.999999999841923,1.95462705841537e-14,-3.2129854332652e-13
"221",20157030,4.96637245581447e-10,0.999999999843945,9.28816158835157e-14,-5.17363929475323e-13
"222",20157032,4.96637245581447e-10,0.999999999848679,5.90832451435731e-14,-4.2499337382651e-13
"223",20157034,4.96637245581447e-10,0.999999999857911,0,-4.20774526332934e-13
"224",20157043,4.96637245581447e-10,0.999999999846007,4.17807497310148e-14,-3.11306536104894e-13
"225",20157051,4.96637245581447e-10,0.999999999826783,2.74833504036781e-14,-5.23137089203374e-13
"226",20157060,4.96637245581447e-10,0.999999999855077,0,-3.17079695832945e-13
"227",20157069,4.96637245581447e-10,0.999999999836089,0,-5.23803223018149e-13
"228",20157077,4.96637245581447e-10,0.999999999859596,3.67959571743114e-14,-6.21946938395013e-13
"229",20157086,4.96637245581447e-10,0.999999999863339,0,-3.1641356201817e-13
"230",20157094,4.96637245581447e-10,0.999999999842098,1.80257635565676e-14,-5.20694598549198e-13
"231",20157099,4.96637245581447e-10,0.999999999869985,0,-3.06643599401468e-13
"232",20157411,4.96637245581447e-10,0.999999999857155,1.51874945843473e-13,-3.2085445411667e-13
"233",20157412,4.96637245581447e-10,0.999999999836049,5.8030006060706e-14,-4.30544488949636e-13
"234",20157418,4.96637245581447e-10,0.999999999837474,1.01010273998228e-13,-4.26991775270835e-13
"235",20157425,4.96637245581447e-10,0.999999999850758,0,-3.24407167795471e-13
"236",20157431,4.96637245581447e-10,0.999999999853095,1.30886369561938e-14,-3.23518989375771e-13
"237",20157437,4.96637245581447e-10,0.999999999835397,8.53300046805185e-15,-5.35793631684101e-13
"238",20157444,1.21379233675533,0.64603626898556,0.00032691758561961,0.000103035863845746
"239",20157450,4.96637245581447e-10,0.99999999985172,2.37450513265492e-14,-3.23518989375771e-13
"240",20157456,4.96637245581447e-10,0.999999999836909,1.26770655390258e-13,-4.26103596851135e-13
"241",20157463,0.0496570224406946,0.986673475126401,1.32073508893138e-05,3.01466003571615e-06
"242",20157469,4.96637245581447e-10,0.999999999853099,2.5566858479786e-14,-3.20188320301895e-13
"243",20157475,4.96637245581447e-10,0.999999999856908,5.79028205629615e-14,-3.2129854332652e-13
"244",20157488,4.96637245581447e-10,0.999999999861779,1.14115018994879e-13,-4.13002965160558e-13
"245",20157494,4.96637245581447e-10,0.999999999859801,0,-4.26103596851135e-13
"246",20157499,4.96637245581447e-10,0.999999999878247,5.07096986079594e-13,-1.96065386148803e-13
"247",20158212,4.96637245581447e-10,0.999999999829819,2.81647450321744e-14,-6.32160990221564e-13
"248",20158214,4.96637245581447e-10,0.999999999856727,2.0439211222395e-14,-4.18554080283684e-13
"249",20158221,4.96637245581447e-10,0.999999999838355,2.37947239932346e-13,-8.1734619072904e-13
"250",20158229,4.96637245581447e-10,0.999999999857609,4.1025744717378e-15,-3.21076498721595e-13
"251",20158236,4.96637245581447e-10,0.999999999852318,2.80567014203821e-14,-8.18900502963515e-13
"252",20158240,4.96637245581447e-10,0.999999999822622,1.30463421625851e-14,-7.34301508487079e-13
"253",20158247,4.96637245581447e-10,0.999999999857971,3.71951240631841e-14,-5.14033260401447e-13
"254",20158251,4.96637245581447e-10,0.999999999852119,2.04344870912693e-14,-4.18332035678759e-13
"255",20158254,4.96637245581447e-10,0.999999999852422,1.04839267805246e-13,-3.98125976630581e-13
"256",20158258,4.96637245581447e-10,0.999999999865056,2.89590022389813e-14,-5.12034858957122e-13
"257",20158265,4.96637245581447e-10,0.999999999832072,1.21332870304822e-14,-5.286882043265e-13
"258",20158269,4.96637245581447e-10,0.999999999849535,1.08435768059813e-14,-4.2321701698711e-13
"259",20158276,4.96637245581447e-10,0.999999999813196,1.61325372361493e-13,-8.20010725988141e-13
"260",20158283,4.96637245581447e-10,0.999999999861294,0,-4.03010957938932e-13
"261",20158287,4.96637245581447e-10,0.999999999861905,2.4484617161656e-14,-4.12780920555633e-13
"262",20158291,4.96637245581447e-10,0.999999999852621,2.53365513178099e-14,-4.17887946468909e-13
"263",20158294,4.96637245581447e-10,0.999999999828635,1.21449424867097e-14,-1.14441789378361e-12
"264",20158299,4.96637245581447e-10,0.99999999987161,7.45091911531674e-14,-2.96429547574917e-13
"265",20158616,4.96637245581447e-10,0.999999999860924,6.31662900964847e-16,-3.22852855560996e-13
"266",20158619,4.96637245581447e-10,0.999999999869261,1.27535080244666e-14,-2.15161222172355e-13
"267",20158628,4.96637245581447e-10,0.999999999859653,1.84199590610811e-15,-2.17603712826531e-13
"268",20158638,4.96637245581447e-10,0.999999999876421,0,-2.05391259555654e-13
"269",20158647,4.96637245581447e-10,0.9999999998651,1.90358915969853e-14,-2.1316282072803e-13
"270",20158657,4.96637245581447e-10,0.999999999869235,2.26726969265148e-15,-2.15161222172355e-13
"271",20158666,4.96637245581447e-10,0.999999999875091,0,-2.06501482580279e-13
"272",20158685,4.96637245581447e-10,0.999999999874626,2.51549866556005e-14,-2.07167616395054e-13
"273",20158695,4.96637245581447e-10,0.99999999986525,0,-2.18935980456081e-13
"274",20158699,4.96637245581447e-10,0.999999999870182,3.14875481597695e-15,-2.11608508493555e-13
"275",20221610,4.96637245581447e-10,0.999999999862326,3.38401879636398e-13,-5.92859095149834e-13
"276",20221612,4.96637245581447e-10,0.999999999882758,1.40326977702783e-11,-3.9324099532223e-12
"277",20221616,4.96637245581447e-10,0.999999999877503,7.6100063301753e-13,-8.4909856923332e-13
"278",20221622,4.96637245581447e-10,0.999999999852609,2.33490901605067e-13,-9.88098491916389e-13
"279",20221627,4.96637245581447e-10,0.999999999815614,9.93871383825785e-14,-1.01452179990247e-12
"280",20221631,4.96637245581447e-10,0.999999999858639,1.91343101503061e-13,-1.09712239293458e-12
"281",20221633,0.693257836206211,0.850645297090834,0.00504141928405656,0.000639624439459863
"282",20221639,4.96637245581447e-10,0.999999999876506,4.98970873803277e-13,-9.64117674584486e-13
"283",20221644,3.5146713640995,0.391236102953611,0.0927116396777575,0.00805487271679672
"284",20221650,4.96637245581447e-10,0.999999999880159,1.13785227008536e-12,-9.97868454533091e-13
"285",20221655,4.51249306144155,0.259460989706498,0.169326815703768,0.00706100110781216
"286",20221661,4.96637245581447e-10,0.999999999881866,2.00948722517382e-12,-9.56124068807185e-13
"287",20221667,0.530289208575904,0.87287021133061,0.00175042715033235,0.000276786143137198
"288",20221669,1.79677155676369,0.610383979588919,0.0121499940675446,0.000931769637843582
"289",20221672,4.96637245581447e-10,0.999999999885573,1.56868687106475e-12,-8.55537862776146e-13
"290",20221680,4.96637245581447e-10,0.999999999849727,1.21821966820045e-13,-9.99200722162641e-13
"291",20221687,2.16110579475056,0.554779016559101,0.021582005515392,0.00321790417398404
"292",20221694,4.96637245581447e-10,0.999999999821606,8.05096523135057e-14,-1.32938104968616e-12
"293",20221699,0.488274680210649,0.896884360751039,0.0158543490691949,0.000820364323400047
"294",20222420,3.05643114858841,0.307946387298866,0.00594737343039135,0.0010348705215858
"295",20222422,4.96637245581447e-10,0.99999999986985,1.25897512488859e-13,-6.94777568810423e-13
"296",20222435,4.96637245581447e-10,0.999999999864483,6.547058984922e-14,-6.67466082404644e-13
"297",20222438,4.96637245581447e-10,0.999999999857278,1.36817148841075e-13,-9.99644811372491e-13
"298",20222442,4.96637245581447e-10,0.999999999871256,8.44727353324196e-14,-7.94475596421762e-13
"299",20222445,4.96637245581447e-10,0.999999999853227,2.98117263024337e-14,-1.01119113082859e-12
"300",20222447,4.96637245581447e-10,0.999999999861858,8.68926454905487e-13,-2.03392858111329e-13
"301",20222459,4.96637245581447e-10,0.999999999869343,0,-3.84803300335079e-13
"302",20222471,4.96637245581447e-10,0.99999999987137,3.32088762992332e-14,-4.96269692007445e-13
"303",20222483,4.96637245581447e-10,0.999999999862262,7.74224124997738e-14,-8.09574629556664e-13
"304",20222499,4.96637245581447e-10,0.999999999895718,5.16026457921387e-14,-1.48325796089921e-13
"305",20224513,4.96637245581447e-10,0.999999999860286,0,-7.93587418002062e-13
"306",20224527,4.96637245581447e-10,0.999999999867502,0,-4.95825602797595e-13
"307",20224540,4.96637245581447e-10,0.999999999849176,0,-7.123190925995e-13
"308",20224554,4.96637245581447e-10,0.999999999872229,0,-8.09796674161589e-13
"309",20224567,4.96637245581447e-10,0.999999999847887,0,-9.00612917575927e-13
"310",20224581,4.96637245581447e-10,0.999999999877466,0,-6.0107474553206e-13
